 Produção Ambulatorial do SUS - São Paulo - por local de atendimento
Qtd.apresentada por Procedimento e Ano/mês atendimento
Período:Jul/2026
"Procedimento";"2026/Abr";"2026/Mai";"2026/Jun";"2026/Jul";"Total"
"0301010315 TELECONSULTA POR PROFISSIONAIS DE NIVEL SUPERIOR NA ATENCAO ESPECIALIZADA (EXCETO MEDICO)";2;33;1495;11646;13176
"0301010366 CONSULTA DE PRE-NATAL DE GESTANTE E DE PUERPERIO DE ALTO RISCO";-;-;-;1478;1478
"0301010420 CONSULTA PARA PESSOA ACOMETIDA PELA HANSENIASE";-;-;-;167;167
"0301010439 1¶õ CONSULTA PARA PROFILAXIA PRE-EXPOSICAO (PREP) ORAL A INFECCAO PELO HIV";-;-;-;475;475
"0301010447 CONSULTA DE SEGUIMENTO PARA PROFILAXIA PRE-EXPOSICAO (PREP) ORAL A INFECCAO PELO HIV";-;-;1;1614;1615
"0301010455 CONSULTA PARA PESSOA EM POS-ALTA DE HANSENIASE";-;-;-;1;1
"0301020019 ACOMPANHAMENTO, CUIDADO OU REABILITACAO DE TRABALHADOR COM AGRAVO RELACIONADO AO TRABALHO";-;-;63;419;482
"0301020027 ACOMPANHAMENTO DE PACIENTE PORTADOR DE SEQUELAS RELACIONADAS AO TRABALHO";-;-;-;104;104
"0301020035 EMISSAO DE PARECER SOBRE NEXO CAUSAL";-;1;12;603;616
"0301020043 INVESTIGACAO EPIDEMIOLOGICA DO OBITO POR DOENCAS, AGRAVOS OU ACIDENTES DE TRABALHO";-;-;3;32;35
"0301020051 INVESTIGACAO DA RELACAO DA DOENCA OU AGRAVO RELACIONADO AO TRABALHO PARA FINS EPIDEMIOLOGICOS";-;-;134;1096;1230
"0301030014 SAMU 192:ATENDIMENTO DAS CHAMADAS RECEBIDAS PELA CENTRAL DE REGULACAO DAS URGENCIAS";-;1806;1854;351021;354681
"0301030022 ATENDIMENTO PRE-HOSPITALAR MOVEL (VEICULO DE INTERVENCAO RAPIDA)";-;-;-;71;71
"0301030065 ATENDIMENTO PRE-HOSPITALAR MOVEL DE SALVAMENTO E RESGATE";-;-;3;5648;5651
"0301030073 ATENDIMENTO PRE-HOSPITALAR MOVEL DE SALVAMENTO E RESGATE MEDICALIZADO";-;-;-;19628;19628
"0301030081 ATENDIMENTO PRE-HOSPITALAR MOVEL PELO SAMU 192: SALVAMENTO E RESGATE (AMBULANCIA TIPO C)";-;2;2;689;693
"0301030090 SAMU 192: ATENDIMENTO PRE-HOSPITALAR MOVEL REALIZADO PELA EQUIPE DA UNIDADE DE SUPORTE AVANCADO DE";-;310;254;14571;15135
"0301030103 SAMU 192: ATENDIMENTO PRE-HOSPITALAR MOVEL REALIZADO PELA EQUIPE DE SUPORTE BASICO DE VIDA TERRESTRE";-;898;820;107259;108977
"0301030111 REGULACAO MEDICA DE URGENCIA DA CENTRAL SAMU 192 C/ ACIONAMENTO DE MULTIPLOS MEIOS";-;-;-;26898;26898
"0301030120 SAMU 192: ENVIO DE UNIDADE DE SUPORTE AVANCADO DE VIDA TERRESTRE (USA) E/OU AQUATICO (EQUIPE DE EMBA";-;124;127;12151;12402
"0301030138 SAMU 192: ENVIO DE UNIDADE DE SUPORTE BASICO DE VIDA TERRESTRE (USB) E/OU AQUATICO (EQUIPE DE EMBARC";-;898;808;110572;112278
"0301030146 SAMU 192: ATENDIMENTO DAS CHAMADAS RECEBIDAS PELA CENTRAL DE REGULACAO DAS URGENCIAS COM ORIENTAC";-;472;402;72181;73055
"0301030154 REMOCAO EM AMBULANCIA DE SIMPLES TRANSPORTE (AMBULANCIA TIPO A)";-;239;2;21916;22157
"0301030170 SAMU 192: TRANSPORTE INTER-HOSPITALAR PELA UNIDADE DE SUPORTE AVANCADO DE VIDA TERRESTRE (USA)";-;48;32;4011;4091
"0301030189 SAMU 192: TRANSPORTE INTER-HOSPITALAR PELA UNIDADE DE SUPORET BASICO DE VIDA TERRESTRE (USB)";-;43;46;20846;20935
"0301030197 ATENDIMENTO PRE-HOSPITALAR MOVEL (MOTOLANCIA)";-;-;-;9886;9886
"0301040010 ATENDIMENTO CLINICO PARA INDICACAO E FORNECIMENTO DO DIAFRAGMA UTERINO";-;-;-;2;2
"0301040036 TERAPIA EM GRUPO";-;-;709;19366;20075
"0301040044 TERAPIA INDIVIDUAL";204;375;1651;96212;98442
"0301040052 ATENDIMENTO MULTIPROFISSIONAL PARA ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL";-;-;1;155;156
"0301040079 ESCUTA INICIAL / ORIENTACAO (ACOLHIMENTO A DEMANDA ESPONTANEA)";237;180;2286;1333823;1336526
"0301040087 ATENDIMENTO EM GRUPO NA ATENCAO PRIMARIA";3;6;64;14873;14946
"0301040095 EXAME DO PE DIABETICO";12;6;68;28628;28714
"0301040141 INSERCAO DO DISPOSITIVO INTRA-UTERINO (DIU)";5;2;11;903;921
"0301040150 RETIRADA DO DISPOSITIVO INTRA-UTERINO (DIU)";-;-;8;730;738
"0301040168 PROCEDIMENTO PRE-OPERATORIOS REALIZADOS NA REDE DE SAUDE ? COMPLEMENTACAO";-;2;1;139;142
"0301040176 INSERCAO DOÇ¨IMPLANTE SUBDERMICO LIBERADOR DE ETONOGESTREL";2;2;12;4124;4140
"0301040184 RETIRADA DO IMPLANTE SUBDERMICO LIBERADOR DE ETONOGESTREL";4;-;6;1759;1769
"0301040192 ACOMPANHAMENTO DE PESSOA EM TRATAMENTO DIRETAMENTE OBSERVADO (TDO) DA TUBERCULOSE";-;-;10;2303;2313
"0301040206 AVALIACAO DE CONTATOS DE PESSOAS COM TUBERCULOSE";1;-;-;66;67
"0301040222 INSERCAO DO SISTEMA INTRAUTERINO LIBERADOR DE LEVONORGESTREL 52MG";-;-;-;2;2
"0301040230 RETIRADA DO SISTEMA INTRAUTERINO LIBERADOR DE LEVONORGESTREL 52MG";-;-;-;1;1
"0301050015 ACOMPANHAMENTO E AVALIACAO DOMICILIAR DEPACIENTE SUBMETIDO A VENTILACAO MECANICA NAO INVASIVA-";-;-;-;673;673
"0301050023 ASSISTENCIA DOMICILIAR POR EQUIPE MULTIPROFISSIONAL.";-;-;2;6198;6200
"0301050031 ASSISTENCIA DOMICILIAR POR EQUIPE MULTIPROFISSIONAL NA ATENCAO ESPECIALIZADA";-;10;31;4702;4743
"0301050040 ASSISTENCIA DOMICILIAR TERAPEUTICA MULTIPROFISSIONAL EM HIV/AIDS (ADTM)";-;-;-;92;92
"0301050058 ASSISTENCIA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO";1;-;28;11878;11907
"0301050066 INSTALACAO / MANUTENCAO DE VENTILACAO MECANICA NAO INVASIVA DOMICILIAR";-;-;-;33503;33503
"0301050082 ANTIBIOTICOTERAPIA PARENTERAL";-;-;-;391;391
"0301050090 ATENDIMENTO MEDICO COM FINALIDADE DE ATESTAR OBITO";-;-;2;183;185
"0301050104 VISITA DOMICILIAR POS OBITO";-;-;-;212;212
"0301050112 ADMINISTRACAO DE IMUNODERIVADOS (ORAL E/OU PARENTERAL)";-;-;-;23;23
"0301050120 TERAPIA DE REIDRATACAO PARENTERAL";-;-;-;1287;1287
"0301050139 BUSCA ATIVA";-;41;331;923;1295
"0301050147 VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL SUPERIOR";-;3;90;7460;7553
"0301050155 ACOMPANHAMENTO DE PACIENTE EM TERAPIA NUTRICIONAL";-;-;-;387;387
"0301050163 ATENDIMENTO E ACOMPANHAMENTO DOMICILIAR DEPACIENTE SUBMETIDO A VENTILACAO MECANICA INVASIVA DOMIC";-;-;-;65;65
"0301060029 ATENDIMENTO DE URGENCIA C/ OBSERVACAO ATE 24 HORAS EM ATENCAO ESPECIALIZADA";136;584;13972;530292;544984
"0301060037 ATENDIMENTO DE URGENCIA EM ATENCAO BASICA";3;17;1040;449372;450432
"0301060045 ATENDIMENTO DE URGENCIA EM ATENCAO PRIMARIA COM OBSERVACAO ATE 8 HORAS";-;-;115;17920;18035
"0301060053 ATENDIMENTO DE URGENCIA EM ATENCAO PRIMARIA COM REMOCAO";1;3;90;11322;11416
"0301060061 ATENDIMENTO DE URGENCIA EM ATENCAO ESPECIALIZADA";129;2329;34019;1117440;1153917
"0301060096 ATENDIMENTO MEDICO EM UNIDADE DE PRONTO ATENDIMENTO";135;19388;101818;3444222;3565563
"0301060100 ATENDIMENTO ORTOPEDICO COM IMOBILIZACAO PROVISORIA";86;84;930;37373;38473
"0301060118 ACOLHIMENTO COM CLASSIFICACAO DE RISCO";6479;18013;129478;4282928;4436898
"0301070016 ACOMPANHAMENTO DE PACIENTE C/ IMPLANTE COCLEAR";-;-;-;23;23
"0301070024 ACOMPANHAMENTO DE PACIENTE EM REABILITACAO EM COMUNICACAO ALTERNATIVA";-;4;314;8409;8727
"0301070032 ACOMPANHAMENTO DE PACIENTE P/ ADAPTACAO DE APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) UNI / B";-;8;232;4458;4698
"0301070040 ACOMPANHAMENTO NEUROPSICOLOGICO DE PACIENTE EM REABILITACAO";1;-;571;35919;36491
"0301070059 ACOMPANHAMENTO PSICOPEDAGOGICO DE PACIENTE EM REABILITACAO";-;9;1;14178;14188
"0301070067 ATENDIMENTO / ACOMPANHAMENTO EM REABILITACAO NAS MULTIPLAS DEFICIENCIAS";-;13;1964;36289;38266
"0301070075 ATENDIMENTO / ACOMPANHAMENTO DE PACIENTE EM REABILITACAO DO DESENVOLVIMENTO NEUROPSICOMOTOR";-;54;1674;145743;147471
"0301070083 ATENDIMENTO EM OFICINA TERAPEUTICA I EM GRUPO PARA PESSOAS COM DEFICIENCIA (POR OFICINA TERAPEUTIC";-;-;96;1901;1997
"0301070091 ATENDIMENTO EM OFICINA TERAPEUTICA II EM GRUPO PARA PESSOAS COM DEFICIENCIA (POR OFICINA TERAPEUTI";-;-;57;9935;9992
"0301070105 ATENDIMENTO/ACOMPANHAMENTO INTENSIVO DE PACIENTE EM REABILITACAO FISICA (1 TURNO PACIENTE-DIA - 15";-;2;709;10203;10914
"0301070113 TERAPIA FONOAUDIOLOGICA INDIVIDUAL";2;306;448;11258;12014
"0301070121 TRATAMENTO INTENSIVO DE PACIENTE EM REABILITACAO FISICA (1 TURNO PACIENTE- DIA - 20 ATENDIMENTOS-M";-;1;1963;18311;20275
"0301070130 TRATAMENTO INTENSIVO DE PACIENTE EM REABILITACAO FISICA (2 TURNOS PACIENTE-DIA - 20 ATENDIMENTOS-M";-;-;17;43;60
"0301070148 TREINO DE ORIENTACAO E MOBILIDADE";-;2;-;874;876
"0301070156 AVALIACAO MULTIPROFISSIONAL EM DEFICIENCIA VISUAL";-;15;62;405;482
"0301070164 ATENDIMENTO/ACOMPANHAMENTO EM REABILITACAO VISUAL";-;6;7;2996;3009
"0301070172 MANUTENCAO DA PROTESE DE IMPLANTE COCLEAR";-;-;12;44;56
"0301070180 ACOMPANHAMENTO DE PACIENTE COM PROTESE AUDITIVA ANCORADA NO OSSO";-;4;9;19;32
"0301070199 ACOMPANHAMENTO DE PACIENTE COM IMPLANTE COCLEAR";101;59;59;174;393
"0301070202 ESTIMULACAO PRECOCE PARA DESENVOLVIMENTO NEUROPSICOMOTOR";-;-;2;1397;1399
"0301070210 REABILITACAO DE PACIENTES POS COVID-19";-;-;-;36;36
"0301070229 REABILITACAO CARDIORRESPIRATORIA DE PACIENTES POS COVID-19";-;-;-;20;20
"0301070237 TELEATENDIMENTO/TELEMONITORAMENTO EM REABILITACAO FISICA";-;-;-;219;219
"0301070245 TELETENDIMENTO/TELEMONITORAMENTO EM REABILITACAO VISUAL";-;-;-;2;2
"0301070253 TELEATENDIMENTO/TELEMONITORAMENTO EM REABILITACAO AUDITIVA";-;-;-;87;87
"0301070261 TELEATENDIMENTO/TELEMONITORAMENTO EM REABILITACAO INTELECTUAL";-;-;-;450;450
"0301070270 MATRICIAMENTO DE EQUIPES DOS OUTROS PONTOS E NIVEIS DA REDE DE ATENCAO A SAUDE PARA ATENCAO A";-;-;10;2779;2789
"0301070288 ALTA POR OBJETIVOS TERAPEUTICOS ALCANCADOS DA REABILITACAO NA ATENCAO ESPECIALIZADA";-;1;2;1722;1725
"0301070296 ESTIMULACAO PRECOCE RELACIONADA AO NEURODESENVOLVIMENTO NA ATENCAO ESPECIALIZADA";-;-;-;2668;2668
"0301070300 ATENDIMENTO DE FAMILIARES, CUIDADORES E/OU ACOMPANHANTES DE PESSOAS COM DEFICIENCIA NOS SERVICOS DE";-;-;1;748;749
"0301080011 ABORDAGEM COGNITIVA COMPORTAMENTAL DO FUMANTE (POR ATENDIMENTO / PACIENTE)";-;-;-;871;871
"0301080020 ACOLHIMENTO NOTURNO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL";3;3;255;12929;13190
"0301080038 ACOLHIMENTO EM TERCEIRO TURNO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL";-;-;12;1773;1785
"0301080046 ACOMPANHAMENTO DE PACIENTE EM SAUDE MENTAL (RESIDENCIA TERAPEUTICA)";-;-;-;1472;1472
"0301080143 ATENDIMENTO EM OFICINA TERAPEUTICA I - SAUDE MENTAL";-;-;6;3639;3645
"0301080151 ATENDIMENTO EM OFICINA TERAPEUTICA II - SAUDE MENTAL";-;371;396;12568;13335
"0301080160 ATENDIMENTO EM PSICOTERAPIA DE GRUPO";-;95;214;9256;9565
"0301080178 ATENDIMENTO INDIVIDUAL EM PSICOTERAPIA";29;226;1073;44978;46306
"0301080194 ACOLHIMENTO DIURNO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL";41;23;630;46733;47427
"0301080208 ATENDIMENTO INDIVIDUAL DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL";130;916;3078;187303;191427
"0301080216 ATENDIMENTO EM GRUPO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL";35;11;1058;78716;79820
"0301080224 ATENDIMENTO FAMILIAR EM CENTRO DE ATENCAO PSICOSSOCIAL";10;2;272;25546;25830
"0301080232 ACOLHIMENTO INICIAL POR CENTRO DE ATENCAO PSICOSSOCIAL";17;29;157;15805;16008
"0301080240 ATENDIMENTO DOMICILIAR PARA PACIENTES DE CENTRO DE ATENCAO PSICOSSOCIAL E/OU FAMILIARES";-;1;133;8350;8484
"0301080259 ACOES DE ARTICULACAO DE REDES INTRA E INTERSETORIAIS";-;5;160;18320;18485
"0301080267 FORTALECIMENTO DO PROTAGONISMO DE USUARIOS DE CENTRO DE ATENCAO PSICOSSOCIAL E SEUS FAMILIARES";-;85;315;18106;18506
"0301080275 PRATICAS CORPORAIS EM CENTRO DE ATENCAO PSICOSSOCIAL";8;13;88;15558;15667
"0301080283 PRATICAS EXPRESSIVAS E COMUNICATIVAS";-;-;564;39113;39677
"0301080291 ATENCAO AS SITUACOES DE CRISE";15;2;365;8703;9085
"0301080305 MATRICIAMENTO DE EQUIPES DA ATENCAO BASICA";3;123;65;4444;4635
"0301080313 ACOES DE REDUCAO DE DANOS";-;112;89;16537;16738
"0301080321 ACOMPANHAMENTO DE SERVICO RESIDENCIAL TERAPEUTICO POR CENTRO DE ATENCAO PSICOSSOCIAL";-;-;5;5058;5063
